,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,COAHUILA,COLIMA,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,ESTADO DE MÉXICO,MICHOACÁN,MORELOS,NAYARIT,NUEVO LEÓN,OAXACA,PUEBLA,QUERÉTARO,QUINTANA ROO,SAN LUIS POTOSÍ,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATÁN,ZACATECAS,NACIONAL
370,8.3,20.0,16.0,123.6,15.1,14.7,150.3,32.6,5.4,5.1,5.5,31.9,51.8,16.1,17.5,7.4,28.3,34.4,20.1,78.9,89.3,25.9,224.8,34.8,25.0,26.6,274.1,39.0,25.0,192.3,129.9,16.4,50.2
371,23.7,24.2,7.1,78.8,6.3,36.7,90.6,7.4,4.1,14.6,9.9,10.5,9.3,35.3,10.2,18.7,1.0,66.2,3.6,21.4,11.7,6.9,113.9,7.1,40.5,7.0,282.6,5.1,4.8,58.4,24.3,16.7,25.9
372,4.4,44.3,5.6,50.4,21.6,85.6,33.9,5.8,6.7,8.3,7.4,22.1,7.6,8.4,14.2,17.0,32.4,0.8,29.1,8.8,27.6,5.8,64.8,11.5,1.5,24.2,116.3,25.4,11.9,29.6,32.3,4.5,20.1
373,9.6,0.1,0.3,33.8,3.1,0.8,26.6,0.5,0.8,3.6,4.1,1.0,2.4,4.8,5.8,2.2,1.1,0.6,1.5,9.1,5.6,3.3,40.8,6.8,0.5,2.0,80.9,2.1,1.8,22.5,16.5,6.9,7.4
374,12.7,14.7,8.0,33.1,56.3,16.5,30.0,7.6,27.8,18.7,25.0,52.5,16.8,16.1,37.4,22.8,54.5,29.5,47.2,45.3,54.2,28.2,55.9,24.9,11.6,14.2,75.1,48.4,50.6,39.0,47.6,17.6,28.6
375,1.7,13.9,2.6,19.3,28.5,0.2,28.9,7.1,19.0,3.1,10.0,9.9,33.2,1.1,18.5,3.9,47.4,1.1,45.2,19.9,53.9,26.0,52.3,29.7,1.5,3.3,30.6,52.6,34.8,30.3,23.7,3.8,17.1
376,6.3,2.7,3.1,61.7,46.7,5.5,143.8,11.7,51.8,8.9,42.2,45.4,49.4,19.6,76.7,27.1,95.2,4.2,93.0,35.7,69.5,71.7,27.5,63.3,5.3,0.9,84.0,128.2,56.3,35.5,50.0,18.2,37.2
377,71.0,9.0,6.5,244.9,45.4,158.7,281.9,56.8,113.0,56.7,104.1,172.2,130.7,171.7,169.8,123.8,400.6,161.5,58.0,187.6,225.8,132.1,274.0,144.5,54.0,40.9,209.7,119.8,146.6,206.2,169.7,72.0,110.8
378,172.7,26.1,23.6,180.9,51.2,252.2,177.8,110.0,131.9,104.0,173.0,185.1,73.5,240.1,171.2,140.5,330.5,342.9,36.4,164.2,174.9,131.1,94.2,72.0,231.2,139.1,152.1,42.6,111.2,214.8,103.9,119.1,125.9
379,193.6,31.0,54.3,173.3,147.7,340.7,306.7,190.8,128.4,180.4,218.3,189.8,134.2,224.8,200.3,172.7,386.2,308.1,128.0,212.3,218.5,207.0,211.6,139.3,229.7,94.8,260.3,121.8,155.0,267.3,159.0,145.7,172.1
380,62.0,26.7,79.9,202.8,84.2,314.4,314.7,85.9,113.7,82.6,61.5,239.0,116.6,156.5,140.4,131.9,322.8,276.5,75.7,203.2,200.0,69.3,130.5,97.1,151.1,78.1,301.1,82.3,112.7,255.9,166.8,77.8,128.8
381,8.7,0.6,2.6,81.7,10.8,62.6,128.0,10.3,14.6,16.7,19.4,36.7,58.3,34.0,31.7,39.2,49.5,41.0,32.2,44.4,81.2,38.8,79.5,41.4,19.5,1.0,193.5,50.4,37.3,223.3,45.3,9.2,38.9
382,30.1,4.4,1.3,53.4,35.6,67.1,91.7,6.5,45.5,10.9,25.0,31.1,53.2,36.4,45.3,28.8,59.3,15.2,50.0,27.8,48.8,30.3,35.2,42.9,4.8,0.4,161.4,53.8,28.0,113.3,19.5,25.1,31.0
383,2.1,45.4,12.2,41.8,23.8,29.0,50.2,19.3,2.7,16.0,1.3,0.6,18.5,12.7,3.5,12.0,2.2,43.0,15.9,34.7,35.9,6.5,43.1,11.8,19.7,25.5,84.8,19.4,4.8,96.1,50.8,10.4,26.2
384,0.4,53.6,8.4,16.1,2.6,0.0,36.8,12.3,0.0,1.3,0.2,0.2,3.1,0.3,0.1,0.1,0.0,0.5,10.2,6.1,4.4,0.7,30.5,1.7,3.8,41.6,84.3,8.3,0.4,36.9,19.5,0.4,14.6
385,2.1,44.9,18.4,6.9,11.1,2.8,8.1,8.1,0.0,7.8,1.5,0.2,5.0,2.9,1.1,1.0,0.1,11.0,7.4,5.7,8.0,2.0,9.5,3.6,30.2,31.3,32.4,14.9,0.4,32.6,2.1,1.3,12.7
386,6.7,1.4,0.5,9.1,15.1,1.2,23.1,6.1,18.1,13.3,14.2,2.1,20.7,6.5,17.0,14.6,14.7,1.5,50.6,16.4,32.3,20.9,25.6,28.1,3.6,0.5,61.1,57.9,19.4,65.4,7.5,18.8,16.6
387,0.4,0.0,0.1,65.1,23.0,0.0,64.0,3.4,12.9,1.4,6.0,3.2,16.5,0.1,14.3,1.8,13.5,0.1,45.0,28.0,37.4,17.7,76.5,25.2,0.5,0.5,97.6,36.2,21.2,35.3,51.7,2.6,18.5
388,4.2,7.9,1.6,49.7,40.6,1.7,262.3,10.4,48.9,4.7,17.2,90.2,51.2,6.8,86.6,29.5,174.9,1.1,60.7,156.8,130.5,29.6,64.1,40.9,0.7,4.8,143.2,70.8,79.9,110.0,48.4,10.7,48.1
389,43.5,0.2,1.9,363.6,22.6,197.4,409.4,20.6,86.2,12.5,108.3,223.9,69.2,101.8,119.7,116.1,386.0,62.6,45.6,355.6,217.0,83.2,241.0,62.5,12.5,12.5,285.5,61.7,98.5,181.7,229.9,30.7,102.7
390,169.3,2.9,12.1,169.2,37.8,287.4,254.3,153.3,101.7,121.7,173.7,162.6,95.1,233.3,174.5,159.4,320.4,279.1,31.0,183.0,204.3,107.9,111.0,118.1,169.5,182.9,157.5,79.0,146.6,245.1,141.7,134.1,140.9
391,143.8,7.1,68.3,202.8,45.1,560.3,249.2,122.1,101.3,139.3,131.4,230.4,88.9,266.8,209.5,228.4,517.2,346.5,40.6,207.0,311.3,92.2,205.1,96.3,248.3,93.9,207.3,68.3,167.4,199.7,160.3,113.5,145.9
392,159.5,9.6,59.0,229.8,108.3,528.0,401.7,58.8,86.8,97.3,143.7,369.4,182.1,247.4,186.3,190.9,441.1,392.7,172.1,320.0,322.5,168.0,240.0,145.0,162.9,39.4,377.5,129.2,123.6,429.0,228.1,111.3,169.8
393,21.8,0.0,0.6,221.7,15.2,142.7,228.8,14.4,31.4,34.1,14.6,71.7,109.6,59.4,53.0,50.2,81.7,102.4,64.9,141.8,114.8,67.4,255.2,85.8,49.0,4.3,414.0,113.9,30.3,314.9,154.8,16.3,77.0
394,0.1,1.4,0.2,33.4,1.9,0.1,37.9,1.7,0.6,0.0,0.3,6.7,4.9,0.9,3.3,0.4,0.0,0.3,7.8,13.3,12.0,1.3,94.0,1.4,0.1,2.5,98.2,12.2,2.4,43.3,37.9,0.3,10.7
395,27.6,2.8,3.7,40.1,35.6,7.3,18.4,42.7,0.0,21.2,0.4,0.4,6.9,19.8,0.1,0.3,0.0,30.6,34.2,7.0,7.9,1.8,54.3,9.1,17.6,36.7,55.4,14.2,0.2,37.1,38.7,27.2,24.4
396,35.5,14.4,0.6,105.7,0.7,5.2,99.6,0.1,7.9,2.4,3.5,1.7,27.1,14.8,11.5,15.4,1.6,3.5,16.5,25.0,32.4,9.2,89.8,19.5,0.4,1.6,323.9,27.3,5.6,112.7,55.2,24.3,25.7
397,28.6,12.8,9.1,19.2,7.0,2.6,20.0,19.2,7.7,12.2,13.8,2.0,15.2,16.2,17.5,16.2,2.6,4.1,18.0,13.6,14.3,10.0,19.1,20.8,14.7,34.3,58.3,12.4,10.3,37.2,5.8,22.8,17.6
398,0.0,4.8,0.0,15.5,2.4,0.0,30.1,1.8,12.2,0.1,0.8,1.4,14.8,0.1,6.8,0.4,4.0,0.0,3.6,20.5,29.7,2.8,50.0,7.3,0.1,0.9,49.3,12.2,5.7,57.4,15.1,0.2,9.1
399,10.6,0.3,0.0,120.0,7.2,0.0,101.7,0.9,44.5,1.7,12.6,13.3,48.6,2.2,41.7,6.6,58.3,0.2,53.8,49.3,84.6,24.1,78.0,41.6,0.1,0.1,109.5,79.0,65.8,90.1,57.1,6.9,28.3
400,44.7,0.4,0.0,45.8,11.7,19.0,165.2,4.4,59.1,8.3,52.1,60.8,29.5,57.7,89.5,80.1,166.6,7.2,47.9,73.2,72.1,39.5,160.6,47.4,0.6,0.3,59.5,62.6,45.7,35.1,118.8,27.4,39.0
401,226.2,0.6,15.3,160.5,30.8,317.3,237.8,45.9,127.4,72.1,268.6,280.3,111.5,201.4,241.2,246.8,565.0,171.8,82.0,231.7,260.1,161.8,230.2,131.6,98.3,43.1,129.9,124.7,149.4,154.0,170.0,126.4,121.5
402,77.7,3.9,6.9,164.1,29.0,140.5,117.8,97.1,85.9,63.9,70.3,93.7,40.9,147.8,112.6,118.8,104.9,219.4,37.8,86.2,76.9,31.4,90.7,25.1,148.5,120.1,109.5,26.2,52.1,120.6,97.3,55.6,83.8
403,97.3,5.5,19.6,241.5,41.0,298.9,257.0,122.4,198.2,89.8,146.3,256.6,79.6,206.9,223.9,215.0,459.3,367.8,21.3,208.4,238.8,71.7,129.5,67.0,291.1,147.8,195.7,29.4,124.6,218.0,159.2,82.6,139.1
404,123.1,7.5,76.6,202.1,172.8,337.0,301.0,110.4,120.7,168.8,165.2,197.1,72.4,201.6,172.2,161.9,312.8,379.4,226.9,178.6,173.1,110.2,146.8,164.1,320.4,109.0,218.1,203.5,88.4,197.6,137.3,179.4,166.0
405,83.3,40.7,21.5,160.9,67.4,292.3,224.9,52.0,86.8,70.8,65.5,188.7,93.3,149.8,112.6,147.4,213.6,168.6,46.6,257.9,167.3,58.6,162.3,74.6,70.5,81.8,253.7,75.3,64.2,332.5,87.0,60.1,110.7
406,40.5,9.9,0.5,127.2,7.7,198.3,118.4,3.3,31.1,8.8,50.4,58.9,35.2,75.9,64.5,100.9,74.4,30.5,14.2,44.1,84.8,31.1,82.2,30.9,5.6,1.0,358.8,18.4,46.9,93.8,67.4,23.8,39.6
407,1.2,24.7,13.0,27.4,19.3,0.6,31.7,33.1,4.8,21.7,1.2,4.5,6.6,1.7,4.8,4.8,0.6,3.9,16.6,28.6,13.6,3.8,67.0,5.5,51.1,25.9,99.4,6.9,3.3,67.1,28.5,5.0,23.4
408,11.3,17.8,11.1,26.7,6.9,5.7,39.8,15.2,5.3,6.6,3.3,1.0,12.3,8.4,4.1,8.1,1.5,1.4,22.5,14.9,6.8,7.5,67.0,14.2,11.3,23.8,126.7,25.2,1.3,50.6,48.4,8.9,19.0
409,0.0,49.5,3.1,14.2,0.6,0.1,28.5,13.8,5.7,0.7,0.8,0.4,7.9,1.1,5.8,1.0,1.2,0.5,2.8,4.7,9.1,2.3,62.0,3.4,1.2,36.2,82.4,7.5,5.2,15.5,42.7,0.4,13.7
410,0.4,13.4,6.1,34.6,11.3,0.1,34.6,11.5,7.2,0.7,0.9,0.7,11.3,0.1,6.7,0.7,2.3,0.0,38.2,9.6,11.4,4.6,20.0,13.7,4.8,35.1,91.7,36.2,4.7,30.3,19.0,6.3,16.2
411,0.0,1.2,0.0,32.7,12.3,0.0,14.0,1.0,4.3,0.0,0.3,0.4,6.8,0.1,7.3,1.4,0.5,0.0,13.9,8.5,8.0,2.7,57.0,2.2,0.0,0.8,19.2,10.1,6.3,8.0,21.5,0.3,6.6
412,2.5,5.6,0.6,72.6,30.8,3.5,200.4,3.5,21.6,1.9,8.7,44.4,14.2,6.0,33.3,19.4,115.2,0.2,54.6,96.9,51.7,11.9,52.8,29.3,0.3,4.5,76.5,50.7,25.5,31.6,68.7,6.7,31.8
413,45.7,0.0,0.0,250.9,49.9,111.2,277.0,26.0,108.1,31.5,95.8,155.4,108.1,96.3,152.0,110.4,366.8,40.8,75.9,155.8,223.2,104.0,89.7,124.9,12.0,0.9,280.4,132.0,129.1,162.3,148.9,49.3,86.2
414,101.3,5.1,6.9,156.8,22.3,310.6,142.6,76.1,145.5,74.8,136.4,182.1,56.8,217.7,181.9,179.8,270.0,262.9,31.1,145.2,164.5,57.3,57.5,34.5,150.3,97.2,120.4,38.0,125.7,121.7,127.2,83.1,97.6
415,123.4,3.0,31.9,124.7,21.5,234.1,236.5,99.3,87.2,89.5,137.1,192.5,47.3,171.7,138.5,154.5,265.5,366.6,31.0,162.7,150.6,57.2,94.6,59.3,339.6,122.8,100.9,19.9,103.4,90.8,102.1,86.3,110.8
416,78.1,14.0,60.0,182.8,60.6,851.0,308.2,98.5,76.1,106.1,91.2,300.7,57.2,239.8,140.1,194.1,342.6,299.0,166.2,227.3,182.7,66.0,128.4,86.6,199.3,129.5,233.6,142.2,81.2,168.0,153.5,71.2,144.4
417,40.5,1.9,45.1,235.3,19.6,251.8,359.7,41.3,86.8,31.3,63.2,189.1,91.0,128.6,133.4,128.8,298.7,189.8,28.6,209.9,194.1,78.1,187.2,72.3,39.4,17.0,394.5,78.7,60.4,271.9,141.2,34.8,100.1
418,33.7,53.1,91.1,90.5,22.1,46.8,66.5,69.0,17.6,74.9,9.4,34.4,15.8,50.5,33.5,29.3,27.2,49.6,26.7,47.7,29.1,9.7,139.0,24.5,159.5,135.0,245.4,25.9,20.9,124.1,95.5,49.9,68.5
419,16.2,41.6,14.7,81.4,3.6,2.1,59.7,15.2,0.1,10.7,6.6,0.9,10.0,6.1,1.0,2.2,0.0,14.6,7.5,6.3,9.4,10.2,81.0,16.1,10.6,45.9,144.4,12.7,0.5,32.7,65.5,18.2,23.5
420,38.5,4.3,1.9,31.1,11.3,80.1,28.4,6.0,11.3,16.9,5.6,4.0,34.5,49.8,7.8,6.8,4.0,60.4,13.0,29.5,25.9,23.7,56.8,29.0,21.4,9.2,75.3,19.9,8.8,85.2,29.5,27.4,21.6
421,28.4,10.5,8.8,13.4,2.8,112.1,46.9,20.2,5.3,18.7,20.5,4.9,9.8,55.6,8.0,29.8,7.7,61.7,3.5,17.0,12.8,12.5,27.2,6.0,54.9,25.6,137.8,3.1,1.1,56.6,8.0,19.6,22.7
422,1.5,62.4,36.9,4.1,21.6,0.0,21.0,27.3,8.1,2.3,12.1,2.9,6.9,1.1,16.2,9.0,14.6,0.1,15.2,2.8,9.6,19.3,9.6,8.6,3.0,82.1,18.8,12.9,3.3,8.1,4.1,2.3,21.0
423,4.6,11.8,0.2,25.9,7.3,0.0,32.4,3.3,21.9,1.0,6.7,7.8,39.3,1.4,29.3,5.1,8.7,0.8,37.0,25.9,41.3,17.2,12.0,28.1,1.7,2.5,36.3,35.9,34.9,50.7,23.4,2.7,14.0
424,17.3,0.6,0.0,207.1,30.5,2.1,239.4,6.2,32.8,5.6,27.7,11.9,46.0,16.0,26.6,9.8,32.3,9.3,80.5,63.5,68.5,34.4,248.4,47.1,2.3,7.3,281.7,120.0,46.0,135.6,194.8,13.3,53.9
425,72.6,0.0,0.8,499.1,23.8,84.7,409.1,19.5,59.7,31.1,104.5,133.1,64.6,81.7,115.6,92.5,248.6,53.5,72.7,148.6,171.9,66.4,406.0,65.4,14.9,12.0,385.7,117.3,64.0,218.0,551.9,56.7,108.7
426,162.8,1.1,6.6,137.2,44.5,354.8,182.5,82.8,103.8,143.9,111.1,179.4,60.9,209.3,184.2,155.9,348.0,303.0,171.4,169.1,172.2,83.3,105.3,96.2,221.8,93.5,92.9,128.5,123.4,107.5,121.8,153.7,120.9
427,77.3,0.5,22.4,184.8,6.0,664.3,345.9,32.4,107.8,49.9,109.9,307.3,80.8,254.4,184.5,201.0,337.7,349.0,14.8,303.2,239.0,58.6,153.0,56.8,162.3,74.8,303.1,53.2,106.1,243.5,144.9,51.1,122.3
428,81.9,1.1,17.8,234.2,63.8,339.2,373.1,49.1,97.0,115.1,69.9,226.4,111.0,167.4,150.6,167.6,452.7,251.2,102.8,238.2,285.1,70.3,172.3,81.3,150.6,17.8,461.3,105.9,114.9,282.2,166.5,68.5,128.2
429,4.5,0.5,3.6,293.1,0.4,27.0,251.8,0.1,20.1,1.9,4.7,43.2,21.4,24.5,29.2,20.2,46.9,30.3,2.7,66.0,40.5,13.4,354.9,9.6,6.4,0.2,550.4,17.6,31.5,123.1,402.7,3.7,55.5
430,0.0,3.9,1.0,99.1,2.8,0.0,199.1,1.5,1.5,0.3,1.2,4.5,22.0,0.1,3.5,2.9,6.5,0.0,3.8,51.7,29.6,6.6,254.9,15.6,1.9,1.8,501.3,10.4,3.8,189.6,103.3,0.0,36.6
431,8.9,6.9,3.1,50.3,12.4,0.7,38.3,12.4,0.5,3.6,1.7,2.7,4.4,12.9,3.3,2.4,0.0,21.4,8.0,10.1,7.9,1.3,70.3,2.8,12.3,16.4,173.3,6.5,0.6,48.6,51.6,7.2,17.0
432,6.2,26.8,12.2,52.8,3.5,0.7,52.1,20.6,4.7,3.2,4.8,2.9,12.6,1.1,4.1,0.2,13.4,0.3,10.0,26.0,33.0,3.8,79.2,9.4,14.9,42.2,150.0,17.3,11.9,85.0,45.9,1.5,23.7
433,0.0,1.3,0.2,21.1,4.6,0.0,17.0,9.3,0.9,0.1,0.2,0.2,4.6,0.3,0.5,0.0,0.1,0.2,6.4,8.8,7.2,1.2,39.5,3.0,0.6,1.5,42.9,13.3,0.6,25.4,55.1,0.0,7.9
434,0.0,14.1,0.1,30.4,0.2,0.0,48.7,0.7,2.6,0.0,0.2,1.3,10.0,0.0,9.9,0.9,13.8,0.0,5.5,5.0,14.1,1.6,54.3,2.9,0.0,2.9,66.7,10.5,2.0,22.7,23.0,0.0,8.4
435,1.9,1.4,0.0,21.6,10.9,0.0,31.3,3.0,12.5,2.4,3.8,0.9,27.1,0.8,18.3,2.4,3.3,0.5,22.6,16.9,31.5,10.5,51.9,13.5,0.8,0.3,28.0,16.5,18.8,32.1,47.6,2.0,11.0
436,22.7,0.0,0.0,137.5,37.3,2.5,230.2,6.8,73.3,7.3,62.0,64.6,53.1,17.1,78.7,26.5,148.4,1.4,79.2,122.8,147.5,62.9,70.4,55.0,3.2,0.1,168.9,99.9,77.4,103.5,118.8,17.0,51.3
437,124.1,0.2,9.4,196.8,34.1,691.7,319.2,61.6,153.1,70.2,137.3,323.5,131.2,234.3,190.3,225.0,413.1,235.5,90.1,318.9,243.7,125.2,242.3,116.4,107.3,34.0,249.7,116.5,130.7,276.7,230.9,98.0,137.5
438,176.6,3.0,10.8,143.6,55.7,249.6,162.7,114.2,92.1,131.2,148.6,153.8,62.0,256.4,164.1,170.7,228.7,328.5,99.9,132.1,135.7,84.4,113.5,123.4,184.0,142.5,112.4,168.8,96.2,140.9,118.2,148.3,128.8
439,117.5,7.5,53.5,147.7,43.0,705.1,299.0,105.4,126.7,121.5,170.3,345.8,135.7,271.0,179.8,245.6,404.9,408.4,43.2,231.1,231.7,131.3,172.5,103.4,391.7,142.6,148.4,52.5,130.6,236.9,178.5,108.5,157.0
440,185.5,3.8,53.7,230.4,24.1,443.7,320.1,46.1,120.4,68.9,201.8,240.5,119.1,235.6,213.6,182.5,467.6,322.6,42.1,249.7,265.0,158.6,210.7,114.0,141.9,75.7,320.7,97.4,165.2,218.3,181.4,117.4,133.0
441,36.6,3.0,6.6,138.7,12.0,187.0,227.8,7.7,49.7,52.6,47.0,142.1,52.0,87.6,68.5,117.4,95.4,95.0,46.1,94.6,101.2,58.9,112.7,58.5,71.3,1.3,326.0,81.5,69.1,225.4,74.1,35.5,67.4
442,0.2,0.7,3.3,52.4,16.2,0.2,57.5,11.2,1.3,3.6,1.8,2.5,21.4,1.4,4.5,1.8,6.3,0.9,40.4,25.0,36.5,7.7,114.5,11.9,4.2,7.4,138.0,53.5,7.1,109.2,57.0,1.5,23.2
443,1.1,37.3,23.7,45.8,5.0,0.2,41.6,24.0,0.0,9.0,2.6,0.4,3.6,0.8,1.5,1.1,0.1,0.1,12.0,5.9,5.4,2.4,42.2,3.8,33.1,52.3,84.4,12.6,0.5,24.9,42.2,3.2,20.4
444,1.0,1.4,0.3,65.0,2.6,1.3,74.5,0.1,3.8,0.2,0.7,5.6,15.4,1.2,11.6,3.6,12.9,2.3,15.7,20.0,24.3,3.8,103.9,5.6,0.7,0.7,177.6,20.7,12.1,69.2,61.1,0.5,17.0
445,3.9,8.7,0.2,57.3,1.3,0.7,78.3,3.8,1.6,2.5,2.0,0.6,12.0,0.4,3.3,1.9,1.1,0.1,8.5,13.3,12.6,5.8,81.7,10.3,3.4,2.7,225.9,19.0,6.0,43.0,76.0,1.0,16.4
446,0.0,13.8,0.1,52.3,0.1,0.0,30.3,0.2,5.2,0.0,0.1,0.4,3.3,0.0,5.0,0.4,5.2,0.7,0.3,5.1,10.3,0.7,46.9,0.6,0.4,1.0,65.6,1.0,6.1,12.8,39.9,0.0,7.1
447,15.3,0.7,0.0,79.2,14.2,0.5,84.4,1.7,44.0,3.6,8.3,11.1,29.2,2.6,36.1,4.9,33.5,0.5,29.4,20.5,38.3,19.1,74.3,26.6,0.9,0.1,72.3,45.5,33.0,39.6,74.4,10.3,20.0
448,6.5,0.0,0.0,141.3,22.0,2.4,158.4,0.7,19.1,3.4,5.7,52.3,9.9,9.3,39.0,9.9,36.7,1.6,27.8,100.2,27.0,4.7,118.5,9.2,0.0,0.0,110.6,28.3,34.3,50.5,68.7,4.3,30.3
449,39.2,0.0,4.7,180.9,8.8,239.7,305.3,69.6,92.3,63.1,53.5,229.5,78.6,139.6,154.1,163.5,225.6,179.0,29.3,230.1,152.6,47.8,150.1,64.6,95.5,72.0,299.5,51.5,61.7,274.4,151.5,46.8,106.4
450,92.6,2.9,22.2,138.1,14.4,294.4,196.0,83.9,114.3,99.7,112.3,217.0,47.1,236.8,178.2,197.5,240.3,315.4,10.2,141.2,129.7,57.1,93.6,33.9,200.3,138.1,100.0,21.6,91.6,157.7,140.1,80.1,109.1
451,123.6,15.3,57.4,199.3,114.0,312.2,283.0,205.6,114.4,188.9,172.4,218.3,50.2,248.6,173.7,171.2,335.8,320.1,81.1,177.7,194.7,67.1,172.7,70.7,339.3,237.3,156.7,51.2,117.8,146.6,208.8,120.0,171.5
452,53.5,54.9,272.0,187.8,50.0,351.7,425.7,60.6,78.6,98.7,73.7,321.3,119.9,129.4,150.5,140.8,331.2,230.0,132.9,316.1,220.5,98.3,154.2,138.3,184.1,75.6,462.1,141.2,72.9,366.4,139.4,61.5,154.9
453,48.0,4.0,1.4,127.2,26.0,272.7,188.5,39.0,58.6,41.7,37.3,104.7,43.9,86.6,69.0,57.5,101.4,183.2,34.2,118.6,82.1,40.3,73.6,34.2,30.9,15.9,316.5,44.7,46.1,175.9,66.3,35.9,63.4
454,6.0,6.6,0.5,129.9,6.7,1.8,152.2,1.1,11.7,0.4,9.8,8.6,27.0,3.3,23.2,7.7,7.7,0.3,26.9,34.0,32.0,22.4,136.2,29.8,0.0,0.6,283.8,54.5,8.6,98.0,74.8,4.3,29.9
455,0.2,15.4,1.5,65.1,1.3,0.0,77.5,6.3,9.5,0.0,4.4,1.4,11.3,1.4,5.6,1.9,2.4,0.1,4.4,17.5,15.3,7.7,86.6,6.6,0.4,14.1,181.3,8.1,8.7,68.8,53.8,0.0,17.6
456,0.0,32.7,7.0,59.3,2.1,0.0,66.2,8.5,0.4,1.1,0.8,0.1,5.9,0.3,0.7,0.4,0.1,0.1,2.2,8.0,9.6,3.2,98.0,2.7,7.8,19.1,120.7,3.1,0.4,28.1,69.0,0.2,16.0
457,0.0,20.2,3.5,30.9,1.1,0.0,63.7,12.9,0.1,2.1,0.1,0.0,7.1,0.0,1.1,0.2,0.0,0.1,1.2,5.1,5.8,2.4,23.3,2.8,3.3,25.7,158.5,2.4,0.0,34.2,23.0,0.0,13.4
458,0.1,24.5,1.0,33.1,12.8,0.0,38.2,18.9,21.8,0.9,3.8,1.2,20.6,0.4,17.6,5.0,4.4,0.4,23.0,12.9,22.5,8.2,47.0,7.2,0.6,7.9,116.5,28.1,15.8,37.1,32.5,0.0,15.9
459,1.0,0.0,0.1,14.6,6.9,0.0,23.5,1.3,10.1,2.7,5.5,7.0,31.3,0.1,18.7,1.4,16.4,3.6,50.5,34.3,45.4,12.3,29.0,34.4,1.1,0.1,19.6,74.8,23.0,71.9,13.7,3.4,15.4
460,9.6,0.4,0.3,58.4,50.7,1.0,96.6,17.7,43.2,12.0,23.8,49.5,61.4,4.0,80.2,17.0,92.1,3.5,103.5,63.4,90.7,46.3,109.1,71.1,1.0,2.1,48.1,129.8,80.2,63.7,62.1,13.5,40.0
461,6.7,0.2,1.6,75.4,10.6,137.3,207.8,10.0,28.2,11.0,20.1,97.7,11.5,56.1,35.6,42.3,43.3,36.4,15.3,121.0,54.9,11.6,97.7,11.7,5.6,4.6,127.4,31.0,53.2,81.6,57.6,7.7,39.2
462,80.9,2.4,7.9,142.7,31.2,280.7,260.9,37.0,117.6,93.0,92.7,185.7,57.9,200.3,188.0,163.2,303.8,263.8,34.2,167.4,162.5,64.2,124.9,41.0,185.4,62.2,187.8,26.0,118.5,216.3,116.5,79.8,100.7
463,82.7,40.1,83.6,210.2,22.1,217.4,224.6,56.3,97.3,57.8,139.8,237.7,71.2,190.0,169.3,158.3,257.7,292.2,21.1,192.9,224.3,71.8,114.1,44.6,191.2,87.9,183.4,36.2,122.3,194.4,159.5,73.0,111.4
